item_id,short_title,title,year,period,google_scholar_link,vegetated_strip_description,nation,study_country,study_location,latitute,longitude,studydesign_observational,studydesign_manipulative,Study length (years),Time since intervention (years),spatialscale_plot,spatialscale_field,spatialscale_farm,spatialscale_catchment,spatialscale_regional,spatialscale_notdescribed,measurementquarter_Q1,measurementquarter_Q2,measurementquarter_Q3,measurementquarter_Q4,measurementquarter_notdescribed,farmingsystem_conventional,farmingsystem_organic,farmingsystem_notdescribed,farmingproductionsystem_livestock,farmingproductionsystem_livestockinfo,farmingproductionsystem_croppedfields,farmingproductionsystem_croppedfieldsinfo,farmingproductionsystem_horticulture,farmingproductionsystem_horticultureinfo,farmingproductionsystem_viticulture,farmingproductionsystem_viticultureinfo,farmingproductionsystem_fruit,farmingproductionsystem_fruitinfo,farmingproductionsystem_grassland,farmingproductionsystem_grasslandinfo,farmingproductionsystem_other,farmingproductionsystem_otherinfo,farmingproductionsystem_notdescribed,farmingproductionsystem_notdescribedinfo,vegetationtype_grasses,vegetationtype_grassesinfo,vegetationtype_wildflowers,vegetationtype_wildflowersinfo,vegetationtype_shrubs,vegetationtype_shrubsinfo,vegetationtype_hedgerow,vegetationtype_hedgerowinfo,vegetationtype_trees,vegetationtype_treesinfo,vegetationtype_other,vegetationtype_otherinfo,vegetationtype_notdescribed,vegetationtype_notdescribedinfo,striplocation_withinfield,striplocation_fieldedge,striplocation_riparian,striplocation_notdescribed,stripmanagement_unmanaged,stripmanagement_unmanagedinfo,stripmanagement_soilamendment,stripmanagement_soilamendmentinfo,stripmanagement_soildisturbed,stripmanagement_soildisturbedinfo,stripmanagement_cut,stripmanagement_cutinfo,stripmanagement_grazed,stripmanagement_grazedinfo,stripmanagement_harvested,stripmanagement_harvestedinfo,stripmanagement_sownplanted,stripmanagement_sownplantedinfo,stripmanagement_pesticide,stripmanagement_pesticideinfo,stripmanagement_managedother,stripmanagement_managedotherinfo,stripmanagement_notdescribed,stripmanagement_notdescribedinfo,intervention_presence,intervention_presenceinfo,intervention_location,intervention_locationinfo,intervention_dimension,intervention_dimensioninfo,intervention_structure,itervention_structureinfo,intervention_management,intervention_managementinfo,intervention_vegetationtype,intervention_vegetationtypeinfo,intervention_management,intervention_managementinfo,intervention_other,intervention_otherinfo,intervention_transect,intervention_transectinfo,intervention_notdescribed,intervention_notdescribedinfo,outcome_biodiversityaquatic,outcome_biodiversityaquaticinfo,outcome_biodiversitysemiaquatic,outcome_biodiversitysemiaquaticinfo,outcome_biodiversityterrestrial,outcome_biodiversityterrestrialinfo,outcome_pollination,outcome_pollinationinfo,outcome_gamespecies,outcome_gamespeciesinfo,outcome_pestcontrol,outcome_pestcontrolinfo,outcome_nutrientsn,outcome_nutrientsninfo,outcome_nutrientsp,outcome_nutrientsninfo,outcome_soillossretention,outcome_soillossretentioninfo,outcome_soilsedimentchem,outcome_soilsedimentcheminfo,outcome_waterchem,outcome_watercheminfo,outcome_soilsedimentphys,outcome_soilsedimentphysinfo,outcome_waterlossretention,outcome_waterlossretentioninfo,outcome_economic,outcome_economicinfo,outcome_ghgs,outcome_ghgsinfo,outcome_pesticides,outcome_pesticidesinfo,outcome_toxins,outcome_toxinsinfo,outcome_wind,outcome_windinfo,outcome_gmpollen,outcome_gmpolleninfo,outcome_yield,outcome_yieldinfo,outcome_social,outcome_socialinfo,outcome_recreation,outcome_recreationinfo,outcome_other,outcome_otherinfo,outcome_pathogens,outcome_pathogensinfo,outcome_noncropyield,outcome_noncropyieldinfo,outcome_light,outcome_lightinfo,outcome_habitat,outcome_habitatinfo,outcome_climate,outcome_climateinfo,outcome_microbes,outcome_microbesinfo,outcome_physiology,outcome_physiologyinfo,es_provisioning_food,es_provisioning_freshwater,es_provisioning_fibrefuel,es_provisioning_biochemicalproducts,es_provisioning_geneticmaterials,es_regulating_climateregulation,es_regulating_hydrologicalregimes,es_regulating_pollutioncontrol,es_regulating_erosionprotection,es_regulating_naturalhazards,es_regulating_pestregulation,es_regulating_nutrientcycling,es_cultural_piritualinspirational,es_cultural_recreational,es_cultural_aesthetic,es_cultural_educational,es_supporting_biodiversity,es_supporting_pollination,es_supporting_soilformation
21570059,Zhou (2014),Nutrient removal by prairie filter strips in agricultural landscapes,2014,2010-2014,http://scholar.google.co.uk/scholar?q=Nutrient+removal+by+prairie+filter+strips+in+agricultural+landscapes&btnG=&hl=en&as_sdt=0%2C5,Filter strip,USA,"Iowa, USA",Neal Smith National Wildlife Refuge,41.549666,-93.281917,,Manipulative,5,2,,,,Catchment scale,,,,Q2,Q3,Q4,,Conventional,,,,,Cropped fields (arable),Corn-soybean rotation,,,,,,,,,,,,,Grasses,"diverse mixture of native prairie forbs and grasses, dominated by Indian grass (Sorghastrum nutans L.), little bluestem (Schizachyrium scoparium L.), and big bluestem (Andropogon gerardii L.)",,,,,,,,,,,,,Within field,Field edge,,,,,,,,,,,,,,,Sown/planted,,,,,,,,Strip presence,No filter strip vs 10% area riparian buffer vs 10% riparian buffer and within field strip vs 20% riparian buffer and within field strips,Strip location,10% area riparian buffer vs 10% riparian buffer and within field strip vs 20% riparian buffer and within field strips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nutrients N,"Annual and daily flow-weighted concentration of NO3-, total N in surface runoff, proportion of NO3-N to total N, annual and cumulative losses of NO3-N and total N",Nutrients P,"Annual and daily flow weighted concetration of total P, annual and cumulative losses of total P",,,,,,,,,Water loss/retention,Annual and daily surface runoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hydrological regimes,Pollution control,,,,Nutrient cycling,,,,,,,
21570063,Zollinger (2013),The optimal age of sown field margins for breeding farmland birds,2013,2010-2014,http://scholar.google.co.uk/scholar?q=The+optimal+age+of+sown+field+margins+for+breeding+farmland+birds&btnG=&hl=en&as_sdt=0%2C5,Field margin,Switzerland,Switzerland,"Canton Vaud (46 40 N, 6 32 E)",46.666677,6.53333,Observational,,8,12,,,,,Regional scale,,,,,,Not described,,,Not described,,,Cropped fields (arable),Cereals,,,,,,,,,,,,,,,Wildflowers,"""native annual, biannual and perennial wild flowers""",,,,,,,,,,,,Field edge,,,,,,,,,,,,,,,Sown/planted,,,,,,,,Strip presence,Number of field margins in a given area,,,Strip type (dimension),Field magin size,,,,,,,,,Other (please specify),Age,,,,,,,,,Biodiversity (terrestrial),"Number of bird territories, bird species richness",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
21570066,Zyczynska-Baloniak (2005),Impact of biogeochemical barriers on the migration of chemical compounds with the water of agricultural landscape,2005,2005-2009,http://scholar.google.co.uk/scholar?q=Impact+of+biogeochemical+barriers+on+the+migration+of+chemical+compounds+with+the+water+of+agricultu&btnG=&hl=en&as_sdt=0%2C5,Shelterbelt,Poland,Poland,Chlapowski’s Agroecological Park situated 40 km southwest of Poznañ.,52.058832,16.826234,Observational,,5,Not stated,,,,Catchment scale,,,Q1,Q2,Q3,Q4,,,,Not described,,,,,,,,,,,,,,,Not described,,,,,,,,,,Trees,"maple, ash, beech and hawthorn",Other (please specify),elder lilac,,,Within field,,,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,"Supply from the field (before shelterbelt) vs after shelterbelt flow of 16.5m, 45.5m, 104m, 125m",,,,,,,,,,,,,,,,,,,,,,,Water chemistry/quality (not N/P),"Yearly mean dry mass (chemical compounds) content in ground water, concentration of calcium and magnesium and mineral carbon in ground water",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nutrient cycling,,,,,,,
21985838,Barone (2003),#NAME?,2003,2000-2004,http://scholar.google.co.uk/scholar?q=-+Habitat+age+increases+reproduction+and+nutritional+condition+in+a+generalist+arthropod+predator&btnG=&hl=en&as_sdt=0%2C5,Wildflower area,Switzerland,Switzerland,"Bern, Biel, Solothurn and Burgdorf",47.044144,7.467686,Observational,,<1,01-Apr,,,,,Regional scale,,,Q2,Q3,,,,,Not described,,,Cropped fields (arable),Cereals,,,,,,,,,,,,,,,Wildflowers,Whole size area: 0.19 to 3.50 ha (mean 0.76 ha) sown with 25 standard herbacous species,,,,,,,,,,,,,Riparian,,,,,,,,,,,,,,Sown/planted,,,,,,,,,,,,,,,,,,,,,,Other (please specify),Wildflower area age (1-4 years),,,,,,,,,Biodiversity (terrestrial),Arthropod fecundity and condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
21985841,Carmona (1999),#NAME?,1999,1995-1999,http://scholar.google.co.uk/scholar?q=-+Influence+of+refuge+habitats+and+cover+crops+on+seasonal+activity-density+of+ground+beetles+(Coleo&btnG=&hl=en&as_sdt=0%2C5,Refuge strip,USA,"Michigan, USA","Michigan State University Entomology Farm, East Lansing, Michigan",42.730617,-84.477022,,Manipulative,2,2,Plot scale,,,,,,,Q2,Q3,Q4,,Conventional,,,,,Cropped fields (arable),"Soybean, small grain, oats, corn",,,,,,,,,,,,,Grasses,"""A mixture of orchardgrass, Dactylis glomerata L., (6.71 kg/ha), white clover, Trifolium repens L., (1.67 kg/ha), and sweet clover, Melilotus officinalis L. (6.71 kg/ha) was seeded in the 1.5-m area bordering each side of the central ßowering plant strip""",Wildflowers,"Agastache foeniculunc (Pursh) O. Kuntze, Origanum vulgare L., Scropularia nodosa",,,,,,,,,,,Within field,,,,,,,,Soil disturbed,Raised ridge of soil for planting of wildflowers,,,,,,,Sown/planted,,,,,,,,,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,,,,,,,,Biodiversity (terrestrial),Ground beelte abundance and diversity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
21985852,Durner (1999),"Spatial ecology of black rat snakes on Remington Farms, Maryland",1999,1995-1999,"http://scholar.google.co.uk/scholar?q=Spatial+ecology+of+black+rat+snakes+on+Remington+Farms,+Maryland&btnG=&hl=en&as_sdt=0%2C5",Hedgerow,USA,"Maryland, USA","Remington Farms, 12km southwest of Chestertown, Maryland",39.218876,-76.069057,Observational,,2,Not stated,,,Farm scale,,,,,Q2,Q3,Q4,,,,Not described,,,Cropped fields (arable),"Soybeans, field corn, sunflower and rye",,,,,,,,,,,,,,,,,,,Hedgerow,,,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,,Strip presence,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity (terrestrial),Snake habitat preference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
21985854,Foetzki (2012),Surveying of pollen-mediated crop-to-crop gene flow from a wheat field trial as a biosafety measure,2012,2010-2014,http://scholar.google.co.uk/scholar?q=Surveying+of+pollen-mediated+crop-to-crop+gene+flow+from+a+wheat+field+trial+as+a+biosafety+measure&btnG=&hl=en&as_sdt=0%2C5,Border crop,Switzerland,Switzerland,Agroscope Reckenholz-Tänikon Research Station in Zurich-Reckenholz and Pully of Agroscope Changins-Wädenswil Research Station,47.472622,8.907012,,Manipulative,3,Not stated,Plot scale,,,,,,,,,,Not described,,,Not described,,,Cropped fields (arable),two experimental GM wheat lines,,,,,,,,,,,,,,,,,,,,,,,Other (please specify),Receptor wheat,,,,Field edge,,,,,,,,,,,,,,,Sown/planted,,,,,,,,,,,,,,,,,,,,,,,,,,Not described,,,,,,Biodiversity (terrestrial),Number of hybrid border plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pollution control,,,,,,,,,Biodiversity,,
21985855,Frank (1997),Species diversity of ground beetles (Carabidae) in sown weed strips and adjacent fields,1997,1995-1999,http://scholar.google.co.uk/scholar?q=Species+diversity+of+ground+beetles+(Carabidae)+in+sown+weed+strips+and+adjacent+fields&btnG=&hl=en&as_sdt=0%2C5,Weed strip,Switzerland,Switzerland,"Zollikofen, Bern",46.99826,7.451332,Observational,,2,02-Mar,,Field scale,,,,,,Q2,Q3,,,Conventional,,,,,Cropped fields (arable),"Oil seed rape, maize, wheat",,,,,,,,,,,,,,,,,,,,,,,Other (please specify),Weeds,,,Within field,,,,,,,,,,,,,,,,Sown/planted,,,,,,,,,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,,,,,,,,Biodiversity (terrestrial),"Ground beetle species richness, Sorensen species similarity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
21985856,Frank (2009),#NAME?,2009,2005-2009,http://scholar.google.co.uk/scholar?q=-+Beneficial+arthropods+respond+differentially+to+wildflower+areas+of+different+age&btnG=&hl=en&as_sdt=0%2C5,Wildflower area,Switzerland,Switzerland,Bern and Solothurn,46.999956,7.528307,Observational,,<1,01-Mar,,Field scale,,,,,,Q2,Q3,,,Conventional,,,,,Cropped fields (arable),Wheat,,,,,,,,,,,,,,,Wildflowers,"""sown with a recommended mixture containing 25 native arable weeds, meadow and ruderal plants""",,,,,,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,,,,,Other (please specify),Age of wildflower area,,,,,,,,,Biodiversity (terrestrial),"Araneae, Carabidae, Heteroptera and Staphylinidae density, biomass and species richness, individual Araneae, Carabidae and Staphylinidae weights",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
21985857,Frank (2007),#NAME?,2007,2005-2009,http://scholar.google.co.uk/scholar?q=-+Density+and+nutritional+condition+of+carabid+beetles+in+wildflower+areas+of+different+age&btnG=&hl=en&as_sdt=0%2C5,Wildflower area,Switzerland,Switzerland,Swiss plateau around Bern,46.999956,7.528307,,Manipulative,<1,01-Apr,,,,,Regional scale,,,Q2,Q3,,,,,Not described,,,Cropped fields (arable),,,,,,,,,,,,,,,,Wildflowers,standard wildflower mixture containing 25 herbaceous species,,,,,,,,,,,,Field edge,,,Unmanaged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vegetation type,Age of wildflower area from 1-4y,,,,,,,,,,,,,Biodiversity (terrestrial),Abundance of carabid beetles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Organism physiology/condition,Condition of carabid beetles,,,,,,,,,,,Pest regulation,,,,,,Biodiversity,,
21985861,Frank (2004),Staphylinidae and Carabidae overwintering in wheat and sown wildflower areas of different age,2004,2000-2004,http://scholar.google.co.uk/scholar?q=Staphylinidae+and+Carabidae+overwintering+in+wheat+and+sown+wildflower+areas+of+different+age&btnG=&hl=en&as_sdt=0%2C5,Wildflower area,Switzerland,Switzerland,"Swiss plateau between Bern, Biel, Solothurn and Burgdorf",46.999956,7.528307,Observational,,<1,01-Feb,,,,,Regional scale,,Q1,,,Q4,,,,Not described,,,Cropped fields (arable),Wheat,,,,,,,,,,,,,,,Wildflowers,"""sown using mixtures containing 25 native herbaceous plant species""",,,,,,,,,,,,,,Not described,,,,,,,,,,,,,Sown/planted,,,,,,,,,,,,,,,,,,,,,,Other (please specify),Wildflower area age,Transect into field/across vegetative strip,,,,,,,,Biodiversity (terrestrial),Rove beetle abundance and species richness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
21985862,Frere (2007),Apparent competition or apparent mutualism? An analysis of the influence of rose bush strip management on aphid population in wheat field,2007,2005-2009,http://scholar.google.co.uk/scholar?q=Apparent+competition+or+apparent+mutualism?+An+analysis+of+the+influence+of+rose+bush+strip+manageme&btnG=&hl=en&as_sdt=0%2C5,Rose bush strip,Belgium,Belgium,"Brabant (50 40 N, 4 38 E)",50.666667,4.633333,Observational,Manipulative,2,1,Plot scale,,,,,,,Q2,Q3,,,,,Not described,,,Cropped fields (arable),Wheat,,,,,,,,,,,,,,,,,Shrubs,"""two parallel lines of 10 m of rose bushes spaced at 0.5 m""",,,,,,,,,,Field edge,,,,,,,,,,,,,,,Sown/planted,,,,,,,,,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,,,,,,,,Biodiversity (terrestrial),"Invertebrate community composition (aphids, parasitoids, predators) and abundance, aphid arrival time, aphid mummy abundance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
21985868,Holland (2009),#NAME?,2009,2005-2009,http://scholar.google.co.uk/scholar?q=-+Contrasting+the+farm-scale+spatio-temporal+dynamics+of+boundary+and+field+overwintering+predatory+&btnG=&hl=en&as_sdt=0%2C5,"Hedge, grass bank, game-cover strip, beetle bank",UK,UK,Dorset,50.74893,-2.344382,Observational,,Up to 3 years (1 year for game covers strips and beetle bank),1,,Field scale,,,,,,Q2,Q3,,,Conventional,,,,,Cropped fields (arable),,,,,,,,,,,,,,Grasses,grass bank,,,,,Hedgerow,,,,Other (please specify),"Game cover strips, beetle bank",,,Within field,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,Distance from strip,,,,,,,Biodiversity (terrestrial),Beetles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
21985872,Jmhasly (1995),Habitat management in winter wheat and evaluation of subsequent spider predation on insect pests,1995,1995-1999,http://scholar.google.co.uk/scholar?q=Habitat+management+in+winter+wheat+and+evaluation+of+subsequent+spider+predation+on+insect+pests&btnG=&hl=en&as_sdt=0%2C5,Sown weed strip,Switzerland,Switzerland,Zollikofen near Berne,46.998256,7.451339,Observational,,<1,02-Mar,Plot scale,,,,,,,Q2,Q3,,,,,Not described,,,Cropped fields (arable),Winter wheat,,,,,,,,,,,,,,,,,,,,,,,Other (please specify),Weeds,,,Within field,Field edge,,,,,,,,,,,,,,,Sown/planted,,,,,,,,,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,,,,,,,,Biodiversity (terrestrial),"Spider abundance, spider web cover, spider predation",,,,,Pest control,"Spider (biocontrol agent) abundance, spider web cover",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pest regulation,,,,,,Biodiversity,,
21985879,Lee (2001),Refuge habitats modify impact of insecticide disturbance on carabid beetle communities,2001,2000-2004,http://scholar.google.co.uk/scholar?q=Refuge+habitats+modify+impact+of+insecticide+disturbance+on+carabid+beetle+communities&btnG=&hl=en&as_sdt=0%2C5,Refuge strip,USA,"Michigan, USA","Entomology Research Farm, Michigan State University, East Lansing, Michigan",42.731079,-84.476833,,Manipulative,2,4,Plot scale,,,,,,Q1,Q2,Q3,Q4,,Conventional,,,,,Cropped fields (arable),Corn,,,,,,,,,,,,,,,,,,,,,,,Other (please specify),"""The refuge strips were established in 1995 using orchard grass Dactylus glomerata L., white clover Trifolium repens L. and a mix of perennial flowering plants to provide supplementary food for predators and parasitoids""",,,Within field,,,,,,,,,,,,,,,,,,,,,,Not described,,Strip presence,With versus without refuge strips,,,,,,,,,,,Response to management,With versus without insecticide,,,,,,,,,,,Biodiversity (terrestrial),"Carabid beetle density, carabid species richness, carabid community composition",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
21985881,Lemke (2002),"- Sown weed strips in cereal fields: Overwintering site and ""source"" habitat for Oedothorax apicatus (Blackwall) and Erigone atra (Blackwall) (Araneae: Erigonidae)",2002,2000-2004,"http://scholar.google.co.uk/scholar?q=-+Sown+weed+strips+in+cereal+fields:+Overwintering+site+and+""source""+habitat+for+Oedothorax+apicatus&btnG=&hl=en&as_sdt=0%2C5",Weed strip,Germany,Germany,"Near Hanover, Northern Germany",52.375892,9.73201,,Manipulative,2,2,,Field scale,,,,,Q1,Q2,,Q4,,,,Not described,,,Cropped fields (arable),Winter wheat,,,,,,,,,,,,,,,Wildflowers,Wildflower mixture,,,,,,,,,,,Within field,,,,,,,,,,Cut,once a year,,,,,,,,,,,,,Strip presence,field with no strip vs field with strip,,,,,,,,,,,,,,,Transect into field/across vegetative strip,strip vs field,,,,,,,Biodiversity (terrestrial),"total abundance of spiders, abundance of immature spiders, E. atra adults, O. apicatus adults",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
21985884,Lethmayer (1997),"Effects of weed strips on the occurrence of noxious coleopteran species (Nitidulidae, Chrysomelidae, Curculionidae)",1997,1995-1999,"http://scholar.google.co.uk/scholar?q=Effects+of+weed+strips+on+the+occurrence+of+noxious+coleopteran+species+(Nitidulidae,+Chrysomelidae,&btnG=&hl=en&as_sdt=0%2C5",Weed strip,Switzerland,Switzerland,"Agricultural School Rutii, Zollikofen",46.998221,7.451865,,Manipulative,2,2,,Field scale,,,,,,Q2,Q3,,,,,Not described,,,Cropped fields (arable),,,,,,,,,,,,,,,,Wildflowers,"""with a mixture of 30 annual, biennial and perennial plants, among them Sinapis alba L., Centaurea cyanus L., Leucanthemum vulgare LAMK., Achillea millefolium L., Tanacetum vulgare L., Medicago sativa L., Raphanus sativus L., Trifolium pratense L., Medicago lupulin""",,,,,,,,,,,,Field edge,,,,,,,,,,,,,,,Sown/planted,,,,,,,,,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,,,,,,,,Biodiversity (terrestrial),"Coleopteran activity density, species richness and abundance",,,,,Pest control,"Pest species of coleoptera activity density, species richness and abundance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pest regulation,,,,,,Biodiversity,,
21985887,Lys (1994),"The Positive Influence of Strip-Management on Ground Beetles in a Cereal Field - Increase, Migration and Overwintering",1994,1990-1994,"http://scholar.google.co.uk/scholar?q=The+Positive+Influence+of+Strip-Management+on+Ground+Beetles+in+a+Cereal+Field+-+Increase,+Migration&btnG=&hl=en&as_sdt=0%2C5",Successional weed strip,Switzerland,Switzerland,Not stated,46.818897,8.227562,,Manipulative,3,3,Plot scale,,,,,,Q1,Q2,Q3,Q4,,,,Not described,,,Cropped fields (arable),Cereal,,,,,,,,,,,,,,,Wildflowers,,,,,,,,Other (please specify),Weeds,,,Within field,Field edge,,,Unmanaged,,,,,,,,,,,,Sown/planted,,,,,,,,Strip presence,With versus without strips,Strip location,Distance into field,,,,,,,,,,,,,,,,,,,,,Biodiversity (terrestrial),"Ground beetle movement, density, activity density and species richness",,,,,Pest control,"Ground beetle movement, density, activity density and species richness",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pest regulation,,,,,,Biodiversity,,
21985888,Lys (1992),"Augmentation of beneficial arthropods by strip-management - 4. Surface activity, movements and activity density of abundant carabid beetles in a cereal field",1992,1990-1994,"http://scholar.google.co.uk/scholar?q=Augmentation+of+beneficial+arthropods+by+strip-management+-+4.+Surface+activity,+movements+and+activ&btnG=&hl=en&as_sdt=0%2C5",Strip,Germany,Germany,"Hiddenhausen-Eilshausen, Herford",52.170976,8.62921,Observational,,2,3,,Field scale,,,,,,Q2,Q3,,,Conventional,,,,,Cropped fields (arable),,,,,,,,,,,,,,,,,,,,,,,,,,Not described,,Within field,,,,Unmanaged,,,,,,,,,,,,Sown/planted,,,,,,,,,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,,,,,,,,Biodiversity (terrestrial),"Arthropod activity density, recaptures and frequency distribution",,,,,Pest control,"Benefitial arthropod activity density, recaptures and frequency distribution",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pest regulation,,,,,,Biodiversity,,
21985891,Lys (1994),Increase in activity density and species number of carabid beetles in cereals as a result of strip-management,1994,1990-1994,http://scholar.google.co.uk/scholar?q=Increase+in+activity+density+and+species+number+of+carabid+beetles+in+cereals+as+a+result+of+strip-m&btnG=&hl=en&as_sdt=0%2C5,Strip,Not stated,Not stated,Not stated,not stated,not stated,,Manipulative,2,1,Plot scale,,,,,,,Q2,Q3,,,Conventional,,,,,Cropped fields (arable),"barley, rye",,,,,,,,,,,,,,,Wildflowers,wild flowering herbs and weeds,,,,,,,,,,,Within field,,,,,,,,,,,,,,,,,,,,,,Not described,,Strip presence,strip managed field area vs non-strip managed field area,,,,,,,,,,,,,,,,,,,,,,,Biodiversity (terrestrial),species composition and activity density of carabid beetles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
21985892,Meyers (1988),Use of cover types and survival of ring-necked pheasant broods,1988,1985-1989,http://scholar.google.co.uk/scholar?q=Use+of+cover+types+and+survival+of+ring-necked+pheasant+broods&btnG=&hl=en&as_sdt=0%2C5,Strip vegetation,USA,"Oregon, USA","Baskett slough area, 20km north of Momouth, Polk county; Luckiamute area, along Luckiamute river, 8km south of Monmouth, Polk County",44.848452,-123.233989,Observational,,4,Not stated,,,,,Regional scale,,,Q2,,,,,,Not described,Livestock,Pasture,Cropped fields (arable),"wheat, oats, barley, legumes, mint, vegetable crops",,,,,Fruit (orchard),orchards,Grassland,"fescue, ryegrass, sudan, uncultivated grassland",,,,,,,,,,,,,,,Other (please specify),"Strip vegetation in fence rows, roadsides, ditch banks",,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,strip vegetation vs grain fields vs grassland vs seed grasses,,,,,,,Biodiversity (terrestrial),use of habitat type by ring necked phesants for broods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biodiversity,,
21985895,Nash (2008),"Effect of remnant vegetation, pesticides, and farm management on abundance of the beneficial predator Notonomus gravis (Chaudoir) (Coleoptera : Carabidae)",2008,2005-2009,"http://scholar.google.co.uk/scholar?q=Effect+of+remnant+vegetation,+pesticides,+and+farm+management+on+abundance+of+the+beneficial+predato&btnG=&hl=en&as_sdt=0%2C5",Field margin,Australia,"Victoria, Australia","Western Victoria, Southeastern Australia",-37.581991,142.006343,Observational,,2,Not stated,,Field scale,,,,,Q1,Q2,,,,Conventional,Organic,,,,Cropped fields (arable),,,,,,,,,,,,,,Grasses,,,,,,,,,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,,,,,,,,Biodiversity (terrestrial),Invertebrate predator abundance,,,,,Pest control,Benefitial invertebrate predator abundance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pest regulation,,,,,,Biodiversity,,
