"","article_id","region","title","authors","hazard","response","sdgs","actor"
"665",6714472," Europe","Livestock farming systems and climate change: perception of farmers and adaptation strategies","Noury, JM; Fourdin, S; Pauthenet, Y"," General climate impacts||| Drought"," Ecosystem-based"," Food security||| Work and economic growth||| Consumption & production","International or multinational governance institutions||| Sub-national government"
"666",6714474,"Africa","Governance arrangements and adaptive decision-making in rice farming systems in Northern Ghana","Nyamekye, AB; Dewulf, A; Van Slobbe, E; Termeer, K; Pinto, C"," General climate impacts||| Precipitation variability||| Drought"," Technological/infrastructural|||Behavioural/cultural","Poverty||| Consumption & production||| Work and economic growth||| Food security"," Individuals or households||| National government||| Private sector SMEs||| Private sector corporations||| Local government||| Sub-national government"
"667",6714475," Asia","Agricultural adaptation to climate change: insights from a farming community in Sri Lanka","Esham, M; Garforth, C"," Drought||| Precipitation variability||| Other1"," Technological/infrastructural|||Behavioural/cultural"," Food security||| Work and economic growth"," Individuals or households"
"668",6714477," Asia","Perception of Climate Change and the Adaptation Strategies and Capacities of the Rice Farmers in Kedah, Malaysia","Akhtar, R; Masud, MM; Afroz, R"," Increased frequency and intensity of extreme heat||| Extreme precipitation and inland flooding||| General climate impacts||| Precipitation variability||| Drought"," Technological/infrastructural|||Behavioural/cultural"," Food security"," Individuals or households"
"669",6714478,"Africa","Climate change and pastoralists: perceptions and adaptation in montane Kenya","Cuni-Sanchez, A; Omeny, P; Pfeifer, M; Olaka, L; Mamo, MB; Marchant, R; Burgess, ND"," Precipitation variability||| Other1||| General climate impacts||| Drought"," Ecosystem-based||| Technological/infrastructural|||Behavioural/cultural"," Food security|||Poverty||| Work and economic growth||| Other2"," Individuals or households||| Local government"
"670",6714479," Asia","Climate variability, rainfall shocks, and farmers' income diversification in India","Chuang, YT"," Precipitation variability||| General climate impacts||| Extreme precipitation and inland flooding","Behavioural/cultural","Poverty||| Food security||| Consumption & production"," Individuals or households"
"671",6714480," Asia","Perceptions and local adaptation strategies to climate change of marine capture fishermen in Bengkulu Province, Indonesia","Mulyasari, G; Irham; Waluyati, LR; Suryantini, A","Sea level rise||| Rising ocean temperature and ocean acidification||| General climate impacts||| Precipitation variability||| Other1||| Drought"," Ecosystem-based||| Technological/infrastructural||| Institutional|||Behavioural/cultural"," Marine & coastal ecosystem services||| Work and economic growth||| Food security|||Poverty||| Consumption & production||| Education"," Individuals or households"
"672",6714481,"Africa","Climate change adaptation: a study of multiple climate-smart practices in the Nile Basin of Ethiopia","Teklewold, H; Mekonnen, A; Kohlin, G"," Drought||| Extreme precipitation and inland flooding||| Precipitation variability||| Other1||| General climate impacts"," Ecosystem-based||| Technological/infrastructural|||Behavioural/cultural"," Food security|||Poverty||| Health & wellbeing"," Individuals or households"
"673",6714482," North America||| Central and South America","Smallholder Farmer Adoption of Climate-Related Adaptation Strategies: The Importance of Vulnerability Context, Livelihood Assets, and Climate Perceptions","Shinbrot, XA; Jones, KW; Rivera-Castaneda, A; Lopez-Baez, W; Ojima, DS"," Increased frequency and intensity of extreme heat||| Drought||| Extreme precipitation and inland flooding||| Other1","Behavioural/cultural||| Ecosystem-based||| Technological/infrastructural"," Work and economic growth||| No information or not assessed2||| Food security||| Consumption & production|||Poverty"," Individuals or households||| Civil Society- sub-national or local||| Sub-national government||| National government||| Civil Society- international/multinational/national"
"674",6714483,"Africa","Farmers' perceptions and adaptation strategies to climate risks and their determinants: insights from a farming community of Aguie district in Niger","Ado, A.M.; Savadogo, P.; Pervez, A.K.M.K.; Mudimu, G.T."," Precipitation variability||| Drought||| Extreme precipitation and inland flooding||| Increased frequency and intensity of extreme heat||| General climate impacts"," Ecosystem-based|||Behavioural/cultural||| Technological/infrastructural"," Food security|||Poverty||| Consumption & production"," Individuals or households"
"675",6714484,"Africa","Climate Change Mitigation and Adaptation Strategies Used by Farmers in Imo State, Nigeria","Okoroh, JP; Michael, OO; Edwin, MI"," Other1||| General climate impacts"," Ecosystem-based||| Technological/infrastructural|||Behavioural/cultural"," No information or not assessed2||| Consumption & production||| Sustainable cities & communities||| Food security"," Individuals or households"
"676",6714485," Asia","Farmers' perceptions of and adaptation strategies to climate change and their determinants: the case of Punjab province, Pakistan","Abid, M; Scheffran, J; Schneider, UA; Ashfaq, M"," Increased frequency and intensity of extreme heat||| Drought||| Extreme precipitation and inland flooding||| Other1||| Precipitation variability"," Technological/infrastructural||| Ecosystem-based|||Behavioural/cultural"," Clean water & sanitation||| Industry/innovation/technology|||Poverty||| Food security"," Individuals or households"
"677",6714486," Asia","Adaptation to Climate Change by Rural Ethnic Communities of Northern Thailand","Shrestha, RP; Chaweewan, N; Arunyawat, S"," Drought||| Precipitation variability||| Extreme precipitation and inland flooding||| General climate impacts||| Increased frequency and intensity of extreme heat","Behavioural/cultural||| Technological/infrastructural||| Ecosystem-based","Poverty||| Food security||| Inequalities (Other than gender)||| Work and economic growth||| Consumption & production"," Individuals or households"
"678",6714487,"Africa","Assessing climate change vulnerability and local adaptation strategies in adjacent communities of the Kribi-Campo coastal ecosystems, South Cameroon","Evariste, FF; Jean, SD; Victor, K; Claudia, M"," Drought||| General climate impacts||| Precipitation variability|||Sea level rise||| Other1","Behavioural/cultural||| Institutional||| Ecosystem-based||| Technological/infrastructural"," Food security||| Marine & coastal ecosystem services||| Sustainable cities & communities||| Consumption & production"," Individuals or households||| National government||| Civil Society- sub-national or local"
"679",6714489,"Africa","Analysis of farmers' adaptation to weather extremes in West African Sudan Savanna","Boansi, D; Tambo, JA; Muller, M"," General climate impacts||| Drought||| Extreme precipitation and inland flooding||| Increased frequency and intensity of extreme heat","Behavioural/cultural||| Technological/infrastructural||| Institutional||| Ecosystem-based"," Food security|||Poverty"," Individuals or households"
"680",6714490," Asia","Early warning information, farmers' perceptions of, and adaptations to drought in China","Hou, LL; Huang, JK; Wang, JX"," Drought"," Technological/infrastructural|||Behavioural/cultural"," Food security||| Terrestrial & freshwater ecosystem services|||Poverty||| Inequalities (Other than gender)||| Consumption & production||| Education"," Individuals or households||| National government||| Sub-national government||| Local government||| Other"
"681",6714491,"Africa","Smallholder farmers in eastern Africa and climate change: a review of risks and adaptation options with implications for future adaptation programmes","Gbegbelegbe, S; Serem, J; Stirling, C; Kyazze, F; Radeny, M; Misiko, M; Tongruksawattana, S; Nafula, L; Gakii, M; Sonder, K"," Increased frequency and intensity of extreme heat||| Precipitation variability||| Drought||| No information or not assessed1||| Extreme precipitation and inland flooding||| General climate impacts","Behavioural/cultural||| Ecosystem-based||| Institutional||| Technological/infrastructural"," Food security||| Work and economic growth||| Consumption & production"," National government||| Local government||| Civil Society- international/multinational/national||| Individuals or households"
"682",6714492,"Africa","Interceding role of institutional extension services on the livelihood impacts of drought tolerant maize technology adoption in Zimbabwe","Makate, C; Makate, M"," Drought||| Precipitation variability"," Technological/infrastructural||| Ecosystem-based||| Institutional"," Food security|||Poverty"," Sub-national government||| Individuals or households"
"683",6714493," Asia||| Australasia","Multi-dimensional coping and adaptation strategies of small-scale fishing communities of Bangladesh to climate change induced stressors","Deb, AK; Haque, CE"," Extreme precipitation and inland flooding|||Sea level rise||| General climate impacts","Behavioural/cultural||| Technological/infrastructural||| Ecosystem-based"," Clean water & sanitation||| Food security||| Sustainable cities & communities|||Poverty"," Individuals or households"
"684",6714494," Asia","Farm household level adaptation metrics for agriculture and water sectors","Nambi, AA; Bahinipati, CS; Raghunath, R; Nagendran, R"," Precipitation variability||| Increased frequency and intensity of extreme heat||| Other1|||Sea level rise||| General climate impacts"," Ecosystem-based|||Behavioural/cultural||| Technological/infrastructural"," Food security|||Poverty"," Individuals or households"
"685",6714497," Central and South America||| North America","Unintended outcomes of farmers' adaptation to climate variability: deforestation and conservation in Calakmul and Maya biosphere reserves","Rodriguez-Solorzano, C"," Drought||| Precipitation variability||| General climate impacts||| Extreme precipitation and inland flooding||| Other1"," Technological/infrastructural|||Behavioural/cultural||| Ecosystem-based"," Food security|||Poverty||| Terrestrial & freshwater ecosystem services"," Individuals or households||| Local government||| Civil Society- international/multinational/national||| National government"
"686",6714498," Asia","Coping mechanisms adopted by the livestock dependents of drought prone districts of Bihar, India","Goswami, RK; Maiti, S; Garai, S; Jha, SK; Bhakat, M; Chandel, BS; Kadian, KS"," Drought"," Technological/infrastructural"," Food security|||Poverty||| Sustainable cities & communities||| Work and economic growth||| Health & wellbeing"," Individuals or households"
"687",6714499,"Africa","Enhancing resilience to climate shocks through farmer innovation: evidence from northern Ghana","Tambo, JA; Wunscher, T"," General climate impacts","Behavioural/cultural"," Food security||| Health & wellbeing|||Poverty"," Individuals or households||| Civil Society- international/multinational/national|||International or multinational governance institutions"
"688",6714500," North America||| Europe||| Central and South America","Land-users' perceptions and adaptations to climate change in Mexico and Spain: commonalities across cultural and geographical contexts","Campos, M; McCall, MK; Gonzalez-Puente, M"," General climate impacts||| Precipitation variability||| Increased frequency and intensity of extreme heat||| Drought||| Extreme precipitation and inland flooding||| Other1"," Technological/infrastructural||| Ecosystem-based|||Behavioural/cultural||| Institutional"," Food security|||Poverty||| Consumption & production||| Sustainable cities & communities||| Health & wellbeing"," Individuals or households||| Civil Society- sub-national or local||| Other||| Local government||| National government"
"689",6714501," Asia","Determinants of crop diversification in rice-dominated Sri Lankan agricultural systems","Burchfield, EK; de la Poterie, AT"," Drought||| Extreme precipitation and inland flooding"," Ecosystem-based||| Technological/infrastructural|||Behavioural/cultural"," Food security"," Individuals or households||| National government||| Private sector corporations"
"690",6714503," Asia","Household and Community Assets and Farmers' Adaptation to Extreme Weather Event: the Case of Drought in China","Wang, YJ; Huang, JK; Wang, JX"," Drought||| General climate impacts||| Extreme precipitation and inland flooding"," Technological/infrastructural|||Behavioural/cultural||| Institutional","Poverty||| Food security||| Sustainable cities & communities||| Clean water & sanitation"," Individuals or households||| Civil Society- sub-national or local"
"691",6714504," Central and South America||| North America","Managing weather and climate risks to agriculture in North America, Central America and the Caribbean","Shannon, HD; Motha, RP"," Drought||| General climate impacts||| Extreme precipitation and inland flooding||| Precipitation variability"," Institutional||| Technological/infrastructural|||Behavioural/cultural||| Ecosystem-based"," Food security||| Work and economic growth|||Poverty||| Consumption & production"," Individuals or households||| Civil Society- international/multinational/national"
"692",6714505," Asia","Dealing with socioeconomic and climate-related uncertainty in small-scale salt producers in rural Sampang, Indonesia","Helmi, A; Sasaoka, M"," Precipitation variability||| Extreme precipitation and inland flooding||| General climate impacts","Behavioural/cultural||| Technological/infrastructural","Poverty||| Work and economic growth||| Food security"," Individuals or households"
"693",6714506,"Africa","Climate-smart agricultural practices and welfare of rural smallholders in Ethiopia: Does planting method matter?","Fentie, A; Beyene, AD"," Drought||| General climate impacts||| Precipitation variability","Behavioural/cultural||| Technological/infrastructural"," Food security|||Poverty||| Work and economic growth||| Consumption & production"," Individuals or households||| Civil Society- sub-national or local||| Local government||| National government"
"694",6714507," North America","Understanding Climate Adaptation on Public Lands in the Upper Midwest: Implications for Monitoring and Tracking Progress","Anhalt-Depies, CM; Knoot, TG; Rissman, AR; Sharp, AK; Martin, KJ"," Extreme precipitation and inland flooding||| General climate impacts||| Drought||| Other1||| Precipitation variability||| Increased frequency and intensity of extreme heat"," Ecosystem-based||| Institutional|||Behavioural/cultural||| Technological/infrastructural"," Terrestrial & freshwater ecosystem services||| No information or not assessed2"," Civil Society- sub-national or local||| Sub-national government||| Local government"
"695",6714508," Asia","The insight of agricultural adaptation to climate change: a case of rice growers in Eastern Himalaya, India","Rymbai, D; Sheikh, FM"," Precipitation variability||| Drought","Behavioural/cultural||| Ecosystem-based||| Technological/infrastructural","Poverty||| Food security"," National government||| Individuals or households"
"696",6714510," Asia","Climate-smart practices for improvement of crop yields in mid-hills of Nepal","Subedi, R; Bhatta, LD; Udas, E; Agrawal, NK; Joshi, KD; Panday, D"," General climate impacts||| Drought"," Technological/infrastructural|||Behavioural/cultural"," Food security|||Poverty||| Sustainable cities & communities||| Health & wellbeing"," Individuals or households||| National government||| Civil Society- international/multinational/national||| Civil Society- sub-national or local||| Local government"
"697",6714511," Asia","Assessing climate-resilient agriculture for smallholders","Rai, RK; Bhatta, LD; Acharya, U; Bhatta, AP"," General climate impacts||| Precipitation variability||| Drought"," Ecosystem-based||| Technological/infrastructural|||Behavioural/cultural"," Food security|||Poverty"," Individuals or households||| Civil Society- international/multinational/national||| Civil Society- sub-national or local"
"698",6714512,"Africa","Livelihood adaptations to climate variability: insights from farming households in Ghana","Antwi-Agyei, P; Stringer, LC; Dougill, AJ"," Drought||| General climate impacts","Behavioural/cultural||| Institutional||| Technological/infrastructural||| Ecosystem-based"," Food security|||Poverty||| Consumption & production"," Individuals or households"
"699",6714513," North America||| Central and South America","Smallholder response to environmental change: Impacts of coffee leaf rust in a forest frontier in Mexico","Valencia, V; Garcia-Barrios, L; Sterling, EJ; West, P; Meza-Jimenez, A; Naeem, S"," Other1"," Technological/infrastructural|||Behavioural/cultural||| Ecosystem-based","Poverty||| No information or not assessed2"," Individuals or households"
"700",6714514," Asia","Influence of institutional access and social capital on adaptation decision: Empirical evidence from hazard-prone rural households in Bangladesh","Alam, GMM; Alam, K; Mushtaq, S","Sea level rise||| Extreme precipitation and inland flooding||| Drought||| Precipitation variability||| Other1||| General climate impacts","Behavioural/cultural||| Technological/infrastructural||| Ecosystem-based","Poverty||| Food security||| Consumption & production||| Work and economic growth||| Health & wellbeing"," Individuals or households"
"701",6714515,"Africa","Analysing the potential of plant clinics to boost crop protection in Rwanda through adoption of IPM: the case of maize and maize stem borers","Silvestri, S; Macharia, M; Uzayisenga, B"," Other1||| Drought"," Institutional||| Technological/infrastructural"," Food security"," National government||| Private sector SMEs||| Individuals or households"
"702",6714516," North America","Climate change beliefs and forest management in eastern Oregon: implications for individual adaptive capacity","Boag, AE; Hartter, J; Hamilton, LC; Christoffersen, ND; Stevens, FR; Palace, MW; Ducey, MJ"," General climate impacts||| Drought"," Ecosystem-based|||Behavioural/cultural||| Institutional"," Terrestrial & freshwater ecosystem services"," Individuals or households"
"703",6714517,"Africa","The potential of agroforestry as an adaptation strategy to mitigate the impacts of climate change: A case study of Kiine Community, Kenya","Nyaruai, MA; Musingi, JK; Wambua, BN"," Other1||| General climate impacts"," Ecosystem-based|||Behavioural/cultural"," Terrestrial & freshwater ecosystem services||| Health & wellbeing||| No information or not assessed2"," Individuals or households||| Sub-national government||| Other"
"704",6714519," Asia","Understanding Farmers' Perceptions and Adaptations to Precipitation and Temperature Variability: Evidence from Northern Iran","Allahyari, MS; Ghavami, S; Masuleh, ZD; Michailidis, A; Nastis, SA"," Drought||| General climate impacts||| Precipitation variability","Behavioural/cultural||| Technological/infrastructural||| Ecosystem-based"," Work and economic growth||| Food security||| Education"," Individuals or households"
"705",6714520," Asia","Adaptation to climate change and factors affecting it in Assam","Begum, A.; Mahanta, R."," Extreme precipitation and inland flooding||| Precipitation variability||| Drought||| General climate impacts","Behavioural/cultural||| Ecosystem-based||| Institutional||| Technological/infrastructural","Poverty||| Food security||| Work and economic growth"," Individuals or households"
"706",6714521,"Africa","Climate Change and Variability in Semiarid Palapye, Eastern Botswana: An Assessment from Smallholder Farmers' Perspective","Akinyemi, FO"," Increased frequency and intensity of extreme heat||| Drought||| Other1||| Precipitation variability","Behavioural/cultural||| Technological/infrastructural"," Food security|||Poverty||| Terrestrial & freshwater ecosystem services||| Consumption & production||| Work and economic growth||| Sustainable cities & communities"," Individuals or households||| National government||| Civil Society- sub-national or local||| Local government"
"707",6714523," Asia","Farm households' perception on climate change and adaptation practices A case from mountain district of Nepal","Joshi, B; Ji, WH; Joshi, NB"," General climate impacts||| Precipitation variability||| Drought","Behavioural/cultural||| Technological/infrastructural"," Food security|||Poverty||| Education||| Gender equality"," Individuals or households"
"708",6714525,"Africa","Determinants of adaptation choices to climate change by sheep and goat farmers in Northern Ethiopia: the case of Southern and Central Tigray, Ethiopia","Feleke, FB; Berhe, M; Gebru, G; Hoag, D"," Increased frequency and intensity of extreme heat||| Precipitation variability||| Drought||| Extreme precipitation and inland flooding||| General climate impacts","Behavioural/cultural"," Terrestrial & freshwater ecosystem services||| Health & wellbeing||| Clean water & sanitation||| Food security"," Individuals or households"
"709",6714526," Asia","What drives farmers to adopt farm-level adaptation practices to climate extremes: Empirical evidence from Odisha, India","Bahinipati, CS; Venkatachalam, L"," Extreme precipitation and inland flooding||| Other1||| Drought||| Increased frequency and intensity of extreme heat||| General climate impacts","Behavioural/cultural||| Ecosystem-based||| Technological/infrastructural","Poverty||| Food security||| Clean water & sanitation"," Individuals or households"
"710",6714527," Central and South America||| North America","Strategies for maize production facing the impacts of climate change","MunguÃ­a-Aldama, J.; SÃ¡nchez-Plata, F.; Vizcarra-Bordi, I.; Rivas-Guevara, M."," Drought||| Precipitation variability||| Increased frequency and intensity of extreme heat","Behavioural/cultural"," Education|||Poverty"," Individuals or households"
"711",6714528,"Africa","Climate Variability and Rural Livelihoods: How Households Perceive and Adapt to Climatic Shocks in the Okavango Delta, Botswana","Kolawole, OD; Motsholapheko, MR; Ngwenya, BN; Thakadu, O; Mmopelwa, G; Kgathi, DL"," Drought||| Precipitation variability||| Extreme precipitation and inland flooding||| General climate impacts||| Other1"," Ecosystem-based||| Institutional|||Behavioural/cultural||| Technological/infrastructural"," Food security|||Poverty||| Terrestrial & freshwater ecosystem services||| Gender equality"," Individuals or households||| Other||| Sub-national government||| National government"
"712",6714529," Asia","Local perceptions of rangeland degradation and climate change in the pastoral society of Qinghai-Tibetan Plateau","Wu, XY; Zhang, XF; Dong, SK; Cai, H; Zhao, TR; Yang, WJ; Jiang, R; Shi, YD; Shao, JL"," General climate impacts||| Increased frequency and intensity of extreme heat||| Precipitation variability||| Drought"," Technological/infrastructural||| Institutional|||Behavioural/cultural","Poverty||| Consumption & production||| Food security||| Other2"," Local government||| Individuals or households||| Civil Society- sub-national or local"
"713",6714530," Asia","Drought Adaptation in the Ningxia Hui Autonomous Region, China: Actions, Planning, Pathways and Barriers","Yang, JP; Tan, CP; Wang, SJ; Wang, SX; Yang, Y; Chen, HJ"," Drought||| General climate impacts||| Other1"," Technological/infrastructural||| Ecosystem-based|||Behavioural/cultural||| Institutional"," Food security|||Poverty||| Consumption & production||| Industry/innovation/technology||| Sustainable cities & communities||| No information or not assessed2"," Individuals or households||| Local government||| Civil Society- sub-national or local||| Sub-national government"
"714",6714531," Asia","Herders' Perceptions of and Responses to Climate Change in Northern Pakistan","Joshi, S; Jasra, WA; Ismail, M; Shrestha, RM; Yi, SL; Wu, N"," Drought||| Other1||| Precipitation variability||| Increased frequency and intensity of extreme heat||| General climate impacts","Behavioural/cultural||| Ecosystem-based||| Technological/infrastructural||| Institutional"," Food security|||Poverty||| Consumption & production||| Work and economic growth"," Individuals or households"
"715",6714533,"Africa","Buffer capacity: capturing a dimension of resilience to climate change in African smallholder agriculture","Speranza, CI"," Drought||| Increased frequency and intensity of extreme heat||| Other1||| General climate impacts||| Precipitation variability||| Extreme precipitation and inland flooding"," Ecosystem-based||| Technological/infrastructural|||Behavioural/cultural"," Food security||| Other2||| Terrestrial & freshwater ecosystem services|||Poverty"," Individuals or households"
"716",6714534," Asia","Knowledge, Risk Attitudes and Perceptions on Extreme Weather Events of Smallholder Farmers in Ligao City, Albay, Bicol, Philippines","Peria, AS; Pulhin, JM; Tapia, MA; Predo, CD; Peras, RJJ; Evangelista, RJP; Lasco, RD; Pulhins, FB"," Extreme precipitation and inland flooding||| Drought||| General climate impacts||| Other1","Behavioural/cultural||| Institutional","Poverty||| Education||| Industry/innovation/technology"," Individuals or households"
"717",6714536,"Africa","Sustainability analysis of observed climate change adaptation strategies in maize farming in Benin, West Africa","Yegbemey, RN; Yegbemey, EO; Yabi, JA"," General climate impacts","Behavioural/cultural||| Ecosystem-based||| Technological/infrastructural"," Food security|||Poverty||| Sustainable cities & communities||| Consumption & production||| Other2"," Individuals or households||| Civil Society- sub-national or local"
"718",6714537," Asia","Farm-level cost of adaptation and expected cost of uncertainty associated with climate change impacts in major river basins in India","Palanisami, K; Kakumanu, KR; Ranganathan, CR; Sekhar, NU"," Drought||| General climate impacts||| Other1||| Increased frequency and intensity of extreme heat","Behavioural/cultural||| Technological/infrastructural"," Industry/innovation/technology||| Food security||| Other2|||Poverty"," Individuals or households||| Civil Society- international/multinational/national|||International or multinational governance institutions||| Other"
"719",6714539,"Africa||| Central and South America","Actor-specific risk perceptions and strategies for resilience building in different food systems in Kenya and Bolivia","Jacobi, J; Mukhovi, S; Llanque, A; Toledo, D; Speranza, CI; Kaser, F; Augstburger, H; Delgado, JMF; Kiteme, BP; Rist, S"," General climate impacts||| Precipitation variability||| Drought||| Extreme precipitation and inland flooding","Behavioural/cultural||| Institutional||| Technological/infrastructural||| Ecosystem-based"," Food security||| Consumption & production||| Health & wellbeing||| Terrestrial & freshwater ecosystem services||| Inequalities (Other than gender)||| Peace justice & strong institutions||| Work and economic growth"," Individuals or households||| National government||| Civil Society- international/multinational/national||| Private sector corporations||| Civil Society- sub-national or local||| Private sector SMEs"
"720",6714540," Asia","Farmer-participatory evaluation of mechanized dry direct-seeding technology for rice in northeastern Thailand","Sansen, K; Wongboon, W; Jairin, J; Kato, Y"," Drought||| General climate impacts||| Precipitation variability"," Technological/infrastructural"," Food security|||Poverty||| Work and economic growth"," Individuals or households"
"721",6714541," Asia","Farmers' Perceptions of Climate Variability and Factors Influencing Adaptation: Evidence from Anhui and Jiangsu, China","Kibue, GW; Liu, XY; Zheng, JF; Zhang, XH; Pan, GX; Li, LQ; Han, XJ"," Drought||| General climate impacts||| Precipitation variability||| Increased frequency and intensity of extreme heat"," Technological/infrastructural|||Behavioural/cultural"," Food security||| Work and economic growth"," Individuals or households"
"722",6714542," Central and South America","Vulnerability to Cumulative Hazards: Coping with the Coffee Leaf Rust Outbreak, Drought, and Food Insecurity in Nicaragua","Bacon, CM; Sundstrom, WA; Stewart, IT; Beezer, D"," Drought||| Other1||| Precipitation variability"," Institutional|||Behavioural/cultural||| Ecosystem-based"," Food security|||Poverty"," Individuals or households||| Civil Society- sub-national or local"
"723",6714544,"Africa","Climate change as a motivating factor for farm-adjustments: Rethinking the link","Tessema, YA; Joerin, J; Patt, A"," No information or not assessed1||| Other1||| Precipitation variability"," Technological/infrastructural|||Behavioural/cultural||| Ecosystem-based"," No information or not assessed2||| Food security"," Individuals or households"
"724",6714545,"Africa","Conservation Agriculture Among Farmers in Kalomo, Zambia: Potential for Productivity Under Climate Change","Somanje, A.N.; Crespo, O.; Zinyengere, N."," General climate impacts||| Drought||| Precipitation variability","Behavioural/cultural||| Ecosystem-based"," Food security|||Poverty||| Inequalities (Other than gender)||| Terrestrial & freshwater ecosystem services"," National government||| Civil Society- international/multinational/national||| Private sector corporations||| Local government||| Individuals or households"
"725",6714546," Asia","Adaptive irrigation measures in response to extreme weather events: empirical evidence from the North China plain","Wang, JX; Yang, Y; Huang, JK; Adhikari, B"," Drought"," Technological/infrastructural|||Behavioural/cultural"," Food security"," Individuals or households"
"726",6714549," Europe","The relative importance of subjective and structural factors for individual adaptation to climate change by forest owners in Sweden","Vulturius, G; Andre, K; Swartling, AG; Brown, C; Rounsevell, MDA; Blanco, V"," General climate impacts","Behavioural/cultural||| Ecosystem-based||| Technological/infrastructural"," No information or not assessed2||| Other2"," Individuals or households"
"727",6714550,"Africa","Seaweed (Mwani) farming as anÃ¢Â adaptation strategy to impacts of climate change and variability in Zanzibar","Hassan, I.H.; Othman, W.J."," Rising ocean temperature and ocean acidification||| General climate impacts||| Precipitation variability|||Sea level rise||| Other1"," Technological/infrastructural|||Behavioural/cultural||| Ecosystem-based"," Work and economic growth||| Marine & coastal ecosystem services"," Individuals or households"
"728",6714551," Asia","Impact of Climate Smart Agriculture (CSA) Practices on Cotton Production and Livelihood of Farmers in Punjab, Pakistan","Imran, MA; Ali, A; Ashfaq, M; Hassan, S; Culas, R; Ma, CB"," General climate impacts||| Drought||| Extreme precipitation and inland flooding||| Precipitation variability||| Other1"," Technological/infrastructural|||Behavioural/cultural||| Ecosystem-based"," Work and economic growth||| Industry/innovation/technology||| Food security|||Poverty"," Individuals or households||| Private sector corporations"
"729",6714552," North America","An uncertain future: climate resilience of first-generation ranchers","Munden-Dixon, K; Tate, K; Cutts, B; Roche, L"," Drought||| Precipitation variability"," Institutional|||Behavioural/cultural"," Consumption & production||| Education"," Individuals or households"
"730",6714553," Asia","Determinants of Adaptation for Slow-Onset Hazards: The Case of Rice-Farming Households Affected by Seawater Intrusion in Northern Mindanao, Philippines","Almaden, CRC; Rola, AC; Baconguis, RDT; Pulhin, JM; Camacho, JV; Ancog, RC","Sea level rise||| Other1||| Extreme precipitation and inland flooding","Behavioural/cultural||| Technological/infrastructural"," Consumption & production|||Poverty"," Individuals or households"
"731",6714554," Asia","Adaptive perception and adaptation responses to weather shocks: An adaptation deficit","Ngo, Q.-T.; Nguyen, H.-R.; Nguyen, D.-T.; Doan, N.-P.; Le, V.-T.; Thai, T.H."," Drought||| Extreme precipitation and inland flooding||| General climate impacts||| Increased frequency and intensity of extreme heat||| Precipitation variability||| Rising ocean temperature and ocean acidification","Behavioural/cultural||| Technological/infrastructural","Poverty||| Clean water & sanitation||| Food security"," Individuals or households"
"732",6714555,"Africa","Misunderstanding conservation agriculture: Challenges in promoting, monitoring and evaluating sustainable farming","Findlater, KM; Kandlikar, M; Satterfield, T"," Precipitation variability||| Drought||| General climate impacts"," Ecosystem-based||| Technological/infrastructural"," No information or not assessed2"," Individuals or households||| National government||| Sub-national government||| Local government"
"733",6714556," Asia","Learning adaptation to climate change from past climate extremes:: Evidence from recent climate extremes in Haryana, India","Aryal, J.P.; Jat, M.L.; Sapkota, T.B.; Rahut, D.B.; Rai, M.; Jat, H.S.; Sharma, P.C.; Stirling, C."," General climate impacts||| Precipitation variability"," Technological/infrastructural"," Work and economic growth||| No information or not assessed2"," Individuals or households"
"734",6714557,"Africa","Climate variability and post-harvest food loss abatement technologies: evidence from rural Tanzania","Ndiritu, SW; Ruhinduka, RD"," General climate impacts","Behavioural/cultural||| Technological/infrastructural"," Education||| Work and economic growth||| Food security||| Gender equality||| Consumption & production"," Individuals or households"
"735",6714558,"Africa","Climate change adaptation strategies in response to food insecurity: The paradox of improved potato varieties adoption in eastern Ethiopia","Lemessa, SD; Watebaji, MD; Yismaw, MA"," Drought||| Other1||| General climate impacts"," Technological/infrastructural||| Ecosystem-based|||Behavioural/cultural"," Food security|||Poverty"," Individuals or households||| National government||| Local government"
"736",6714559,"Africa","Rural livelihood resilience strategies in the face of harsh climatic conditions. The case of ward 11 Gwanda, South, Zimbabwe","Chitongo, L"," Drought||| General climate impacts"," Technological/infrastructural|||Behavioural/cultural"," Food security||| Health & wellbeing"," Individuals or households||| National government"
"737",6714560," Asia","Climate change policies and adaptive behavior of farmers in southern China","Van Dijk, M.P.; Li, H."," Drought||| General climate impacts","Behavioural/cultural||| Technological/infrastructural||| Institutional"," Food security||| Clean water & sanitation"," Individuals or households||| Local government||| National government||| Private sector SMEs"
"738",6714561,"Africa","SMALLHOLDER FARMERS' PERCEPTIONS OF DROUGHT RISK AND ADOPTION OF MODERN MAIZE IN SOUTHERN MALAWI","Fisher, M; Snapp, S"," Drought||| Precipitation variability"," Technological/infrastructural|||Behavioural/cultural||| Ecosystem-based||| Institutional"," Food security|||Poverty||| Consumption & production||| Energy security"," Individuals or households||| Civil Society- sub-national or local"
"739",6714564,"Africa","Environmental change, adaptation strategies and the relevance of migration in Sub-Saharan drylands","Wiederkehr, C; Beckmann, M; Hermans, K"," General climate impacts||| Drought||| Increased frequency and intensity of extreme heat||| Precipitation variability","Behavioural/cultural||| Ecosystem-based||| Technological/infrastructural||| Institutional"," Food security|||Poverty"," Individuals or households"
